age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
33,technician,single,secondary,no,268,no,no,cellular,19,aug,255,1,-1,0,unknown
32,admin.,divorced,secondary,no,410,yes,no,cellular,14,apr,129,1,-1,0,unknown
49,technician,married,tertiary,no,1843,yes,no,cellular,25,may,269,1,-1,0,unknown
61,blue-collar,divorced,primary,no,1428,yes,no,unknown,5,may,82,2,-1,0,unknown
48,admin.,divorced,secondary,no,0,yes,yes,cellular,23,jun,248,1,89,1,failure
36,entrepreneur,married,primary,no,600,no,no,cellular,21,jul,538,1,-1,0,unknown
60,admin.,divorced,secondary,no,683,no,no,cellular,8,nov,507,1,-1,0,unknown
46,services,married,primary,no,830,yes,yes,cellular,11,jul,211,2,-1,0,unknown
40,blue-collar,married,primary,no,640,yes,yes,unknown,8,may,347,2,-1,0,unknown
43,entrepreneur,single,tertiary,no,744,no,yes,cellular,29,jul,619,4,-1,0,unknown
31,technician,single,secondary,no,3500,yes,no,cellular,19,nov,347,1,-1,0,unknown
41,entrepreneur,married,tertiary,no,340,yes,no,cellular,16,jul,206,2,-1,0,unknown
28,management,single,tertiary,no,390,no,no,cellular,29,sep,845,1,232,4,success
47,technician,married,secondary,no,275,no,no,cellular,20,aug,447,4,-1,0,unknown
45,housemaid,married,primary,no,1526,yes,no,telephone,28,jan,109,1,-1,0,unknown
31,admin.,single,secondary,no,-133,yes,no,unknown,27,may,355,2,-1,0,unknown
46,services,married,secondary,no,1757,yes,no,unknown,14,may,380,4,-1,0,unknown
33,technician,single,secondary,no,151,yes,no,cellular,20,apr,104,3,236,6,failure
38,services,divorced,secondary,no,439,no,no,unknown,16,jun,50,1,-1,0,unknown
35,admin.,single,secondary,no,0,yes,no,cellular,13,may,1073,1,-1,0,unknown
46,admin.,divorced,secondary,no,1342,yes,no,cellular,4,feb,135,1,-1,0,unknown
43,technician,divorced,primary,no,13,no,yes,cellular,9,jul,977,4,-1,0,unknown
49,admin.,single,secondary,no,1150,yes,no,cellular,18,may,126,2,355,1,failure
48,housemaid,married,secondary,no,3570,no,no,cellular,5,jun,58,2,-1,0,unknown
60,blue-collar,married,secondary,no,751,yes,no,unknown,14,may,115,3,-1,0,unknown
28,blue-collar,single,secondary,no,371,yes,no,cellular,23,jul,159,2,-1,0,unknown
37,services,single,primary,no,3715,yes,no,unknown,20,jun,6,17,-1,0,unknown
33,admin.,married,unknown,no,664,no,no,cellular,28,jan,294,3,-1,0,unknown
33,blue-collar,single,primary,no,863,yes,no,telephone,13,may,622,3,-1,0,unknown
29,management,single,unknown,no,345,no,no,cellular,16,sep,106,1,-1,0,unknown
58,admin.,married,secondary,no,1455,yes,no,cellular,21,jul,119,1,-1,0,unknown
53,retired,married,primary,no,0,no,no,cellular,31,jul,85,3,-1,0,unknown
36,blue-collar,married,secondary,no,-406,yes,yes,unknown,14,may,104,3,-1,0,unknown
56,technician,married,tertiary,no,655,yes,yes,cellular,8,apr,326,1,-1,0,unknown
45,blue-collar,single,secondary,no,0,yes,no,cellular,16,oct,283,1,165,3,failure
41,entrepreneur,married,secondary,no,1249,yes,no,cellular,9,jul,391,1,-1,0,unknown
45,services,married,secondary,no,-406,yes,yes,cellular,21,jul,276,2,-1,0,unknown
54,blue-collar,divorced,primary,no,2227,yes,no,unknown,2,jun,45,3,-1,0,unknown
38,services,married,secondary,no,387,yes,no,cellular,20,apr,10,3,-1,0,unknown
45,management,married,tertiary,no,-73,no,no,cellular,18,nov,125,2,-1,0,unknown
55,management,married,tertiary,no,0,no,no,cellular,22,aug,64,2,-1,0,unknown
43,management,married,secondary,no,2411,yes,no,cellular,11,aug,124,7,-1,0,unknown
36,admin.,single,tertiary,no,635,no,no,cellular,13,feb,56,1,-1,0,unknown
65,retired,married,primary,no,343,no,no,telephone,5,feb,159,2,-1,0,unknown
37,blue-collar,married,primary,no,33,no,yes,cellular,8,jul,483,2,-1,0,unknown
27,unemployed,single,primary,no,1459,yes,no,telephone,29,jan,153,1,-1,0,unknown
24,technician,single,secondary,no,1298,no,no,cellular,1,sep,86,1,-1,0,unknown
33,management,married,tertiary,no,1399,no,no,cellular,12,aug,436,4,-1,0,unknown
39,management,married,tertiary,no,20932,no,no,cellular,21,nov,127,2,-1,0,unknown
54,technician,married,secondary,no,10185,no,no,cellular,10,aug,559,1,70,2,other
29,housemaid,single,tertiary,no,2196,no,no,cellular,5,aug,215,1,-1,0,unknown
41,entrepreneur,married,secondary,no,8491,yes,no,cellular,18,nov,929,1,-1,0,unknown
41,unemployed,divorced,secondary,no,271,yes,no,unknown,19,jun,196,2,-1,0,unknown
57,technician,married,secondary,no,589,yes,no,cellular,11,aug,167,1,190,5,failure
51,admin.,married,secondary,no,684,yes,no,cellular,20,nov,68,1,-1,0,unknown
29,admin.,single,tertiary,no,135,no,no,cellular,7,dec,248,1,-1,0,unknown
40,blue-collar,married,primary,no,1206,no,yes,telephone,16,jul,201,5,-1,0,unknown
30,management,married,tertiary,no,388,no,no,cellular,13,aug,157,1,-1,0,unknown
21,student,single,primary,no,1596,no,no,cellular,26,aug,115,1,93,2,failure
36,management,married,tertiary,no,1619,yes,no,cellular,21,nov,106,2,-1,0,unknown
23,services,single,secondary,no,488,no,no,cellular,29,jun,205,1,91,3,success
32,services,married,secondary,no,0,yes,no,cellular,28,jul,36,5,-1,0,unknown
37,blue-collar,married,secondary,no,2364,yes,no,cellular,12,may,40,4,-1,0,unknown
40,blue-collar,married,primary,no,1802,yes,no,cellular,17,apr,326,1,319,1,failure
33,blue-collar,divorced,secondary,no,744,yes,no,cellular,21,nov,59,3,-1,0,unknown
27,services,single,secondary,no,-266,no,yes,cellular,10,jul,162,6,-1,0,unknown
39,admin.,single,secondary,no,2345,yes,no,cellular,8,may,491,2,344,2,failure
50,admin.,married,secondary,no,1906,no,no,unknown,16,may,174,17,-1,0,unknown
41,technician,single,secondary,no,2300,no,no,cellular,8,aug,160,6,-1,0,unknown
37,entrepreneur,married,tertiary,no,227,yes,no,cellular,10,jul,283,1,-1,0,unknown
31,housemaid,single,tertiary,no,596,no,no,telephone,28,jan,30,1,-1,0,unknown
33,management,married,tertiary,no,5792,yes,no,cellular,18,may,55,2,-1,0,unknown
59,entrepreneur,married,tertiary,no,146,yes,no,cellular,12,may,97,3,365,6,failure
39,blue-collar,married,primary,no,34,yes,no,unknown,27,may,114,1,-1,0,unknown
34,blue-collar,married,secondary,no,587,yes,no,unknown,4,jun,77,8,-1,0,unknown
37,management,married,tertiary,no,11,no,no,cellular,21,nov,326,1,-1,0,unknown
41,blue-collar,single,primary,no,3237,no,no,cellular,14,may,240,3,363,4,other
42,management,married,tertiary,no,4617,yes,no,cellular,31,jul,543,2,-1,0,unknown
33,blue-collar,married,secondary,no,463,yes,no,unknown,23,may,76,4,-1,0,unknown
52,blue-collar,married,secondary,no,161,yes,no,unknown,13,may,274,2,-1,0,unknown
47,blue-collar,married,secondary,no,310,yes,no,cellular,29,jul,145,3,-1,0,unknown
30,technician,married,secondary,no,1,yes,no,unknown,30,may,189,5,-1,0,unknown
47,management,married,tertiary,no,4495,no,no,cellular,7,aug,156,8,-1,0,unknown
76,retired,divorced,primary,no,3049,no,no,cellular,24,mar,170,3,-1,0,unknown
32,unemployed,divorced,primary,no,0,no,no,cellular,15,jul,175,4,-1,0,unknown
29,management,single,tertiary,no,2637,yes,no,cellular,18,may,179,3,-1,0,unknown
43,services,married,secondary,no,2145,no,no,cellular,22,may,271,1,183,3,failure
45,management,married,tertiary,no,385,no,yes,cellular,31,jul,12,16,-1,0,unknown
42,blue-collar,divorced,primary,no,1563,yes,no,cellular,14,may,164,2,364,1,failure
20,student,single,tertiary,no,556,yes,no,unknown,27,may,15,10,-1,0,unknown
40,blue-collar,divorced,secondary,no,181,no,no,unknown,12,jun,89,6,-1,0,unknown
43,technician,single,secondary,no,451,no,no,cellular,12,aug,289,2,-1,0,unknown
46,admin.,divorced,tertiary,no,-363,no,yes,cellular,30,jul,96,11,-1,0,unknown
25,blue-collar,married,secondary,no,1025,yes,no,unknown,28,may,478,2,-1,0,unknown
25,admin.,married,secondary,no,541,yes,no,cellular,15,may,607,1,344,4,failure
37,management,single,tertiary,no,600,yes,no,unknown,5,may,152,1,-1,0,unknown
30,blue-collar,single,primary,no,459,yes,no,cellular,17,apr,439,1,-1,0,unknown
59,management,divorced,tertiary,no,51,no,no,cellular,28,aug,129,2,-1,0,unknown
23,technician,single,secondary,no,28,yes,no,cellular,17,apr,183,3,325,2,failure
49,blue-collar,married,secondary,no,406,yes,yes,cellular,7,aug,253,2,-1,0,unknown
49,blue-collar,married,primary,no,364,no,no,cellular,4,aug,134,1,-1,0,unknown
45,management,divorced,secondary,no,705,no,no,cellular,20,aug,132,4,-1,0,unknown
58,services,married,secondary,no,12180,no,no,unknown,16,jun,121,5,-1,0,unknown
33,management,married,tertiary,no,0,yes,yes,cellular,14,may,83,2,-1,0,unknown
33,blue-collar,married,secondary,no,687,yes,no,cellular,14,may,72,2,370,1,failure
40,unemployed,single,tertiary,no,97,yes,yes,cellular,2,feb,73,1,252,1,failure
31,management,married,tertiary,no,804,no,no,cellular,21,nov,128,2,-1,0,unknown
28,technician,single,secondary,no,909,no,yes,cellular,7,jul,532,1,-1,0,unknown
33,technician,married,secondary,no,1844,yes,no,unknown,29,may,241,3,-1,0,unknown
24,blue-collar,single,primary,no,2129,yes,yes,telephone,18,may,51,1,-1,0,unknown
24,self-employed,single,tertiary,no,2984,yes,no,unknown,27,may,935,1,-1,0,unknown
31,blue-collar,single,secondary,no,411,no,no,cellular,21,may,91,3,361,1,failure
25,student,single,secondary,no,3713,no,no,cellular,24,may,323,2,353,3,other
53,management,married,secondary,no,-133,yes,no,unknown,9,may,126,2,-1,0,unknown
45,blue-collar,married,primary,no,360,no,no,unknown,20,jun,98,2,-1,0,unknown
44,management,married,tertiary,no,0,no,yes,cellular,29,jul,129,6,-1,0,unknown
35,admin.,married,secondary,no,2374,yes,no,unknown,25,aug,5,1,14,7,success
49,management,married,tertiary,no,322,no,no,cellular,6,aug,72,4,-1,0,unknown
45,technician,single,tertiary,no,2033,no,no,cellular,15,jun,243,5,285,2,success
45,blue-collar,married,secondary,no,6879,no,no,cellular,12,oct,99,1,131,1,other
42,blue-collar,married,secondary,no,525,yes,no,unknown,20,jun,10,6,-1,0,unknown
53,retired,married,primary,no,0,no,yes,unknown,27,jun,747,1,-1,0,unknown
54,retired,married,secondary,no,918,yes,no,unknown,14,may,189,1,-1,0,unknown
49,technician,married,secondary,no,-205,yes,yes,cellular,14,may,6,6,309,1,failure
33,admin.,married,tertiary,no,205,no,no,unknown,1,jul,156,2,-1,0,unknown
36,entrepreneur,single,secondary,no,866,yes,no,cellular,11,may,629,1,173,1,failure
41,blue-collar,married,primary,no,336,yes,no,cellular,5,feb,192,2,8,1,other
38,admin.,married,secondary,no,8,yes,no,unknown,7,may,125,1,-1,0,unknown
55,management,married,secondary,no,0,yes,no,unknown,13,may,309,2,-1,0,unknown
60,admin.,married,secondary,no,3735,no,no,cellular,22,mar,248,1,90,10,success
41,management,divorced,tertiary,no,3426,no,no,cellular,1,oct,302,1,119,5,success
44,blue-collar,single,primary,no,1593,yes,no,unknown,29,may,828,3,-1,0,unknown
28,management,married,tertiary,no,264,no,no,cellular,28,jan,183,1,-1,0,unknown
45,management,single,tertiary,no,0,yes,no,unknown,15,may,197,4,-1,0,unknown
41,technician,married,secondary,no,-274,yes,no,unknown,27,may,182,3,-1,0,unknown
34,technician,married,tertiary,no,23,no,no,cellular,22,aug,289,6,-1,0,unknown
59,retired,married,tertiary,no,941,no,yes,cellular,4,feb,231,1,210,1,failure
42,unemployed,divorced,secondary,no,759,no,no,cellular,28,jan,97,1,169,3,failure
37,admin.,single,secondary,no,0,no,no,cellular,21,nov,232,2,-1,0,unknown
28,unemployed,married,secondary,no,-42,yes,yes,cellular,31,jul,143,4,-1,0,unknown
35,management,single,tertiary,no,1064,yes,no,cellular,6,feb,69,2,261,1,other
52,entrepreneur,single,tertiary,no,3469,yes,no,cellular,16,apr,583,1,147,1,success
31,blue-collar,married,primary,no,1738,no,no,telephone,5,feb,895,3,-1,0,unknown
28,student,single,secondary,no,246,yes,no,unknown,14,may,162,4,-1,0,unknown
36,services,single,primary,no,183,no,no,unknown,12,jun,167,5,-1,0,unknown
58,management,divorced,tertiary,no,5,yes,no,unknown,9,jun,412,1,-1,0,unknown
56,blue-collar,married,secondary,no,297,no,yes,telephone,27,aug,220,16,-1,0,unknown
49,retired,married,primary,no,1381,no,no,unknown,16,jun,73,2,-1,0,unknown
51,blue-collar,married,secondary,no,1022,yes,no,cellular,8,may,311,3,-1,0,unknown
21,student,single,secondary,no,6,no,no,unknown,9,may,622,1,-1,0,unknown
35,technician,single,tertiary,no,354,yes,no,cellular,4,aug,146,3,-1,0,unknown
71,retired,married,secondary,no,5715,no,no,cellular,17,nov,747,2,-1,0,unknown
42,blue-collar,married,secondary,no,179,yes,no,cellular,17,nov,96,1,-1,0,unknown
35,services,married,secondary,no,-315,yes,no,cellular,11,may,330,2,368,2,failure
42,blue-collar,married,primary,no,201,yes,no,cellular,11,aug,265,1,103,3,success
35,services,married,secondary,no,372,yes,no,cellular,17,apr,202,2,280,1,failure
50,admin.,divorced,primary,no,8583,yes,no,cellular,19,nov,59,1,-1,0,unknown
37,technician,married,secondary,no,195,yes,no,cellular,18,nov,68,1,194,2,failure
41,admin.,married,secondary,no,546,yes,no,cellular,4,feb,418,2,-1,0,unknown
25,entrepreneur,single,tertiary,no,347,no,no,cellular,20,aug,267,1,-1,0,unknown
43,entrepreneur,married,secondary,no,556,yes,no,cellular,17,jul,317,1,-1,0,unknown
38,services,married,secondary,no,-314,yes,no,unknown,28,may,66,2,-1,0,unknown
46,blue-collar,married,primary,no,1085,yes,yes,cellular,15,may,523,2,353,58,other
42,services,married,secondary,no,-141,yes,yes,cellular,13,may,211,3,345,3,failure
35,admin.,married,secondary,no,5270,no,no,unknown,16,jun,110,8,-1,0,unknown
43,unknown,single,unknown,no,181,no,no,telephone,28,jan,41,1,-1,0,unknown
39,management,married,tertiary,no,198,yes,no,unknown,19,may,138,8,-1,0,unknown
29,blue-collar,single,secondary,no,260,yes,no,unknown,2,jun,707,14,-1,0,unknown
36,blue-collar,married,primary,no,123,yes,no,cellular,18,may,9,1,-1,0,unknown
58,technician,married,primary,no,4015,no,no,unknown,20,jun,106,3,-1,0,unknown
32,self-employed,married,tertiary,no,322,yes,no,cellular,4,feb,192,2,272,1,failure
55,admin.,single,secondary,no,1854,yes,no,unknown,30,may,34,2,-1,0,unknown
34,technician,married,tertiary,no,197,no,no,cellular,20,aug,78,3,-1,0,unknown
54,unknown,married,unknown,no,2508,no,no,unknown,20,jun,34,8,-1,0,unknown
39,blue-collar,married,unknown,no,0,no,no,cellular,24,jul,90,3,-1,0,unknown
55,unemployed,married,secondary,no,12,no,no,cellular,8,apr,167,1,-1,0,unknown
44,blue-collar,married,primary,no,0,yes,no,unknown,14,may,220,7,-1,0,unknown
30,services,single,secondary,no,-114,yes,no,cellular,21,jul,396,2,-1,0,unknown
46,housemaid,married,primary,no,75,no,no,unknown,9,jun,302,1,-1,0,unknown
45,blue-collar,married,secondary,no,577,yes,no,cellular,13,may,154,2,350,3,failure
32,technician,single,tertiary,no,471,no,no,cellular,14,jan,67,1,-1,0,unknown
51,housemaid,married,primary,no,618,yes,yes,cellular,30,apr,277,1,85,1,failure
39,management,married,secondary,no,-473,yes,no,cellular,6,may,318,1,-1,0,unknown
31,management,married,tertiary,no,1164,yes,yes,cellular,18,nov,141,2,123,3,failure
55,entrepreneur,married,tertiary,no,22,no,yes,cellular,8,jul,215,1,-1,0,unknown
52,entrepreneur,married,tertiary,no,2309,no,yes,cellular,21,nov,13,2,-1,0,unknown
29,management,single,tertiary,no,2955,no,no,cellular,29,apr,226,2,-1,0,unknown
42,services,divorced,secondary,no,466,no,no,cellular,28,jan,48,1,-1,0,unknown
60,retired,married,primary,no,97,no,no,cellular,14,aug,210,4,-1,0,unknown
43,unemployed,married,unknown,no,970,yes,no,telephone,1,sep,513,13,288,11,failure
39,services,married,secondary,no,2813,no,no,unknown,12,jun,723,2,-1,0,unknown
31,management,single,tertiary,no,12857,yes,no,cellular,6,feb,158,1,92,1,success
39,technician,married,secondary,no,3050,yes,no,unknown,6,jun,236,7,-1,0,unknown
46,entrepreneur,married,primary,no,8873,yes,no,cellular,24,jul,314,2,-1,0,unknown
36,technician,single,secondary,no,2151,yes,no,cellular,13,may,134,1,370,1,failure
31,admin.,single,secondary,no,554,yes,no,cellular,5,feb,94,1,-1,0,unknown
32,blue-collar,married,secondary,no,7365,yes,no,cellular,31,jul,124,5,-1,0,unknown
37,management,married,tertiary,no,900,yes,no,cellular,25,may,116,1,18,3,failure
37,blue-collar,married,secondary,no,132,no,no,unknown,27,may,336,2,-1,0,unknown
32,blue-collar,married,secondary,no,305,yes,no,cellular,20,nov,73,1,-1,0,unknown
54,blue-collar,married,primary,no,714,no,no,cellular,5,may,225,1,-1,0,unknown
39,blue-collar,single,primary,no,207,no,yes,unknown,16,jun,35,3,-1,0,unknown
50,blue-collar,married,primary,no,216,yes,no,cellular,17,jul,195,3,-1,0,unknown
70,retired,married,secondary,no,6422,no,no,cellular,10,mar,122,1,-1,0,unknown
53,management,married,tertiary,no,2578,no,no,cellular,19,nov,299,4,107,2,failure
33,services,married,secondary,no,1697,no,no,cellular,3,nov,179,1,-1,0,unknown
31,technician,married,secondary,no,84,no,no,cellular,15,may,264,2,-1,0,unknown
41,services,married,primary,no,510,no,no,unknown,9,jun,316,2,-1,0,unknown
42,unemployed,divorced,primary,no,1699,no,yes,cellular,17,jul,207,2,-1,0,unknown
45,blue-collar,married,primary,no,676,yes,no,unknown,30,may,156,4,-1,0,unknown
33,technician,single,tertiary,no,2412,yes,no,cellular,14,may,91,1,356,2,other
31,housemaid,married,secondary,no,1,yes,no,unknown,30,may,101,16,-1,0,unknown
37,blue-collar,married,unknown,no,622,yes,no,cellular,11,may,175,1,-1,0,unknown
43,services,married,secondary,no,2478,yes,no,unknown,12,jun,157,1,-1,0,unknown
34,blue-collar,married,secondary,no,745,yes,no,cellular,20,apr,400,5,332,4,failure
30,services,single,tertiary,no,0,no,no,unknown,4,jul,71,1,-1,0,unknown
46,blue-collar,married,primary,no,44,no,yes,cellular,10,jul,90,9,-1,0,unknown
46,technician,single,secondary,no,182,no,no,cellular,19,aug,160,4,-1,0,unknown
50,admin.,single,secondary,no,133,no,no,cellular,28,jul,890,4,-1,0,unknown
37,entrepreneur,married,unknown,no,1134,yes,no,unknown,9,jun,142,3,-1,0,unknown
37,technician,single,secondary,no,466,yes,no,unknown,3,jun,231,2,-1,0,unknown
34,services,married,secondary,no,-99,yes,yes,cellular,7,may,258,2,-1,0,unknown
43,technician,single,secondary,no,257,yes,no,cellular,2,feb,64,2,-1,0,unknown
33,technician,single,secondary,no,6106,no,no,cellular,5,feb,345,1,-1,0,unknown
28,admin.,married,secondary,no,54,no,yes,cellular,8,jul,226,1,-1,0,unknown
33,blue-collar,married,secondary,no,101,yes,no,cellular,15,may,235,2,361,4,failure
42,admin.,married,primary,no,-306,yes,no,cellular,17,aug,308,1,459,1,success
34,admin.,married,secondary,no,471,yes,no,cellular,8,may,146,3,340,2,failure
25,admin.,single,tertiary,no,40,no,no,unknown,12,may,64,1,-1,0,unknown
30,blue-collar,married,secondary,no,309,yes,no,unknown,7,may,1574,2,-1,0,unknown
42,management,married,tertiary,no,144,no,no,cellular,7,dec,143,1,283,3,failure
32,technician,single,tertiary,no,418,no,yes,cellular,14,jul,138,3,-1,0,unknown
45,admin.,married,secondary,yes,1,no,no,telephone,2,feb,1028,2,207,1,other
53,technician,divorced,secondary,no,392,yes,no,cellular,28,jan,70,1,245,1,failure
32,technician,divorced,secondary,no,-399,yes,no,unknown,2,jun,180,1,-1,0,unknown
42,blue-collar,married,secondary,no,0,yes,no,cellular,24,jul,149,2,-1,0,unknown
54,retired,married,primary,no,11,yes,yes,cellular,18,aug,48,10,-1,0,unknown
30,services,married,secondary,no,357,yes,no,cellular,4,feb,215,3,253,4,failure
39,technician,divorced,tertiary,no,1832,no,no,unknown,16,jun,353,2,-1,0,unknown
39,management,married,tertiary,no,5142,no,no,cellular,3,jun,157,1,-1,0,unknown
30,management,single,tertiary,no,355,yes,no,cellular,15,may,153,2,-1,0,unknown
43,admin.,married,secondary,no,0,no,no,unknown,20,jun,804,12,-1,0,unknown
37,blue-collar,married,secondary,no,700,yes,no,cellular,14,may,138,1,-1,0,unknown
72,retired,divorced,tertiary,no,402,no,no,cellular,12,jul,194,3,-1,0,unknown
58,self-employed,married,tertiary,no,8014,yes,no,cellular,19,nov,697,2,184,3,failure
55,technician,divorced,secondary,no,217,yes,yes,cellular,26,may,176,1,-1,0,unknown
40,blue-collar,married,primary,no,236,yes,no,unknown,20,may,167,2,-1,0,unknown
30,blue-collar,married,secondary,no,501,yes,yes,cellular,20,nov,994,1,177,1,failure
32,entrepreneur,divorced,primary,no,1,yes,yes,cellular,20,nov,476,3,-1,0,unknown
47,unknown,married,secondary,no,74,no,no,cellular,8,aug,88,2,-1,0,unknown
27,management,single,tertiary,no,7944,yes,no,cellular,15,may,99,3,346,1,other
47,housemaid,married,tertiary,no,1692,yes,no,cellular,30,jan,592,1,-1,0,unknown
29,services,married,secondary,no,182,yes,no,telephone,13,may,38,3,-1,0,unknown
35,blue-collar,married,secondary,no,592,yes,no,unknown,21,may,74,1,-1,0,unknown
57,management,married,tertiary,no,561,no,no,cellular,28,aug,54,8,-1,0,unknown
30,admin.,single,secondary,no,313,yes,no,cellular,4,feb,1121,2,-1,0,unknown
43,management,married,primary,no,88,no,yes,cellular,6,may,210,1,-1,0,unknown
26,technician,single,secondary,no,1231,yes,no,cellular,4,sep,230,1,93,7,success
36,management,married,tertiary,no,1257,no,no,cellular,8,feb,108,9,101,1,other
41,blue-collar,married,primary,no,406,yes,no,unknown,9,may,2462,1,-1,0,unknown
59,retired,divorced,primary,no,-88,yes,no,unknown,5,jun,910,2,-1,0,unknown
28,admin.,married,secondary,no,0,yes,yes,cellular,26,may,89,1,-1,0,unknown
41,management,married,tertiary,no,0,no,yes,cellular,16,jul,211,2,-1,0,unknown
42,blue-collar,divorced,secondary,no,1261,yes,yes,cellular,10,jul,272,1,-1,0,unknown
52,blue-collar,married,primary,no,1515,no,no,cellular,7,aug,20,4,-1,0,unknown
29,unemployed,single,secondary,no,670,yes,no,unknown,26,sep,6,1,-1,0,unknown
54,blue-collar,married,secondary,no,0,no,no,telephone,17,nov,483,1,-1,0,unknown
46,blue-collar,married,primary,no,2313,yes,no,cellular,12,may,788,2,-1,0,unknown
28,management,single,secondary,no,311,yes,no,unknown,20,jun,23,13,-1,0,unknown
64,retired,divorced,tertiary,no,17875,no,no,cellular,25,aug,173,1,-1,0,unknown
60,retired,divorced,tertiary,no,439,no,yes,cellular,25,may,464,1,321,1,failure
41,management,married,tertiary,no,0,yes,no,unknown,13,may,161,1,-1,0,unknown
39,blue-collar,divorced,secondary,no,36,yes,no,unknown,12,may,109,2,-1,0,unknown
39,admin.,divorced,secondary,no,399,yes,yes,cellular,14,aug,133,2,-1,0,unknown
29,blue-collar,married,primary,no,0,yes,no,telephone,7,jul,256,15,-1,0,unknown
41,admin.,married,secondary,no,16517,no,no,cellular,18,nov,1268,2,-1,0,unknown
38,unemployed,single,tertiary,no,560,no,no,cellular,29,jan,316,1,-1,0,unknown
36,management,married,tertiary,no,6404,yes,yes,telephone,9,jul,304,1,-1,0,unknown
30,blue-collar,married,primary,no,-327,yes,yes,cellular,5,may,305,1,294,7,other
30,unemployed,married,secondary,no,529,yes,yes,unknown,26,may,107,3,-1,0,unknown
52,technician,married,secondary,no,386,no,no,cellular,20,apr,438,1,-1,0,unknown
50,technician,married,secondary,no,232,no,no,cellular,18,nov,90,1,-1,0,unknown
57,retired,married,secondary,no,2774,no,no,cellular,18,aug,299,6,-1,0,unknown
51,blue-collar,married,primary,no,3942,yes,no,unknown,17,jun,363,3,-1,0,unknown
48,management,married,unknown,no,1103,yes,no,unknown,15,may,52,1,-1,0,unknown
30,entrepreneur,married,secondary,no,1539,yes,yes,unknown,27,may,166,9,-1,0,unknown
24,technician,married,secondary,no,691,yes,no,unknown,19,jun,93,2,-1,0,unknown
59,blue-collar,married,unknown,no,-278,yes,no,unknown,13,may,318,2,-1,0,unknown
32,services,divorced,secondary,no,41,yes,no,cellular,3,feb,251,4,187,11,other
31,management,married,tertiary,no,4148,yes,no,cellular,21,nov,316,3,99,9,other
48,blue-collar,married,secondary,no,-202,yes,yes,cellular,30,jul,225,4,-1,0,unknown
44,blue-collar,married,primary,no,135,yes,no,cellular,20,apr,255,1,-1,0,unknown
46,blue-collar,divorced,primary,no,216,no,no,cellular,2,feb,173,1,-1,0,unknown
48,management,married,tertiary,no,13501,no,no,unknown,19,jun,63,2,-1,0,unknown
48,management,married,tertiary,no,732,no,no,cellular,13,aug,255,1,-1,0,unknown
51,management,married,tertiary,no,-892,yes,yes,cellular,14,aug,248,2,-1,0,unknown
61,retired,married,secondary,no,77,no,no,cellular,6,aug,455,4,-1,0,unknown
36,technician,married,tertiary,no,911,yes,yes,cellular,25,may,117,2,21,3,failure
35,services,married,secondary,no,39,no,no,unknown,7,may,143,1,-1,0,unknown
40,blue-collar,married,primary,no,13,yes,no,unknown,4,jul,178,1,-1,0,unknown
33,technician,single,secondary,no,80,no,no,cellular,22,aug,572,2,-1,0,unknown
34,management,single,tertiary,no,212,no,no,cellular,25,mar,278,8,-1,0,unknown
51,blue-collar,married,secondary,no,2237,yes,no,unknown,29,may,619,1,-1,0,unknown
43,self-employed,married,tertiary,no,6424,no,no,cellular,20,nov,55,1,-1,0,unknown
55,management,married,tertiary,no,154,no,no,telephone,11,may,70,2,367,3,failure
53,retired,married,tertiary,no,7132,no,no,cellular,13,aug,88,2,-1,0,unknown
36,services,married,secondary,no,394,no,no,cellular,5,aug,324,1,-1,0,unknown
56,technician,married,unknown,no,9246,no,no,unknown,20,jun,143,3,-1,0,unknown
43,management,married,tertiary,no,1188,no,no,cellular,13,oct,1573,2,139,2,failure
56,blue-collar,divorced,primary,no,0,yes,no,cellular,5,may,313,1,-1,0,unknown
36,technician,single,secondary,no,351,no,no,cellular,25,aug,88,3,-1,0,unknown
38,blue-collar,married,secondary,no,-388,yes,no,unknown,9,may,412,1,-1,0,unknown
31,services,married,tertiary,no,309,yes,yes,unknown,7,may,294,1,-1,0,unknown
28,management,single,tertiary,no,20,no,no,cellular,28,jan,144,2,-1,0,unknown
33,technician,single,tertiary,no,849,yes,no,cellular,15,may,128,2,291,5,failure
32,technician,married,secondary,no,342,yes,no,cellular,29,jul,146,3,-1,0,unknown
53,self-employed,married,tertiary,no,1672,no,no,cellular,28,jan,176,1,189,1,failure
56,management,married,tertiary,no,23,yes,no,cellular,16,jul,156,2,-1,0,unknown
28,admin.,single,secondary,no,267,yes,no,unknown,11,jun,198,5,-1,0,unknown
38,services,married,primary,no,0,yes,yes,cellular,7,may,127,1,171,2,other
55,technician,married,secondary,no,0,yes,yes,cellular,2,mar,116,1,-1,0,unknown
36,entrepreneur,single,secondary,no,45,yes,no,cellular,1,apr,131,1,-1,0,unknown
31,technician,single,tertiary,no,23,no,no,cellular,25,aug,121,3,-1,0,unknown
29,blue-collar,single,secondary,no,482,no,yes,cellular,10,jul,1097,3,-1,0,unknown
45,admin.,married,secondary,no,-183,yes,no,unknown,16,may,215,3,-1,0,unknown
59,entrepreneur,married,tertiary,no,631,yes,no,unknown,12,jun,167,1,-1,0,unknown
41,blue-collar,divorced,secondary,no,793,yes,no,cellular,15,may,123,1,365,1,failure
