age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
43,management,married,tertiary,no,1379,yes,no,unknown,27,may,383,3,-1,0,unknown
38,technician,married,secondary,no,565,no,no,cellular,20,aug,93,2,-1,0,unknown
34,technician,single,tertiary,no,122,no,no,unknown,27,may,73,5,-1,0,unknown
59,technician,married,secondary,no,371,yes,no,unknown,12,may,832,3,-1,0,unknown
33,management,single,tertiary,no,6807,no,no,cellular,21,oct,512,2,184,1,success
46,blue-collar,married,primary,no,1533,no,yes,cellular,14,aug,168,4,-1,0,unknown
37,technician,married,tertiary,yes,0,yes,no,unknown,14,may,93,14,-1,0,unknown
37,blue-collar,single,secondary,no,277,yes,no,unknown,3,jun,87,6,-1,0,unknown
31,services,married,secondary,no,3181,yes,no,unknown,29,may,128,7,-1,0,unknown
41,blue-collar,married,secondary,no,2044,yes,yes,cellular,29,jul,234,5,-1,0,unknown
52,admin.,married,secondary,no,31,yes,no,unknown,7,may,120,1,-1,0,unknown
31,blue-collar,divorced,secondary,no,916,yes,yes,cellular,11,jul,172,2,-1,0,unknown
53,blue-collar,single,unknown,no,0,no,no,unknown,12,may,140,7,-1,0,unknown
57,management,married,tertiary,no,1602,no,no,cellular,29,jul,339,3,-1,0,unknown
48,admin.,married,secondary,no,344,no,no,cellular,30,apr,364,1,86,2,other
42,blue-collar,married,secondary,no,273,no,no,unknown,12,jun,315,1,-1,0,unknown
40,technician,single,secondary,no,572,no,no,cellular,21,aug,971,2,-1,0,unknown
48,blue-collar,married,secondary,no,7408,no,yes,cellular,4,feb,101,2,-1,0,unknown
29,admin.,married,secondary,no,957,yes,yes,cellular,30,jan,258,2,263,3,failure
41,management,single,tertiary,no,3013,yes,no,cellular,17,nov,150,1,-1,0,unknown
24,blue-collar,married,secondary,no,-389,yes,yes,unknown,4,jun,1242,1,-1,0,unknown
60,housemaid,married,primary,no,0,no,yes,telephone,22,jul,124,1,-1,0,unknown
35,admin.,single,tertiary,no,980,no,no,cellular,29,oct,68,2,-1,0,unknown
33,housemaid,married,primary,no,209,no,no,cellular,12,aug,76,4,-1,0,unknown
43,management,married,tertiary,no,489,yes,no,cellular,8,may,130,1,172,2,other
50,technician,divorced,secondary,no,376,no,no,cellular,27,aug,142,3,-1,0,unknown
58,admin.,single,secondary,no,2223,no,no,cellular,4,dec,1139,2,114,1,success
46,blue-collar,married,primary,no,-271,yes,no,cellular,25,jul,65,2,-1,0,unknown
27,management,single,tertiary,no,2559,yes,no,cellular,6,may,227,1,-1,0,unknown
44,services,married,secondary,no,237,yes,no,cellular,28,jan,212,2,-1,0,unknown
29,student,single,secondary,no,67,no,no,cellular,23,feb,211,1,187,5,success
44,blue-collar,married,primary,no,0,no,no,unknown,18,jun,192,5,-1,0,unknown
47,blue-collar,married,secondary,no,762,yes,no,unknown,29,may,56,3,-1,0,unknown
38,management,single,tertiary,no,3646,yes,no,cellular,12,may,1710,2,286,1,other
47,technician,married,secondary,no,970,yes,no,unknown,28,may,742,3,-1,0,unknown
56,management,divorced,tertiary,no,2096,no,no,cellular,17,nov,209,2,-1,0,unknown
45,blue-collar,married,primary,no,121,no,no,cellular,29,aug,93,11,-1,0,unknown
41,blue-collar,married,primary,no,865,no,yes,unknown,19,may,19,5,-1,0,unknown
51,management,married,tertiary,no,2635,no,no,cellular,21,may,407,3,74,5,failure
35,blue-collar,married,primary,no,3279,no,no,unknown,5,jun,240,2,-1,0,unknown
29,management,single,tertiary,no,841,no,no,cellular,5,feb,217,1,-1,0,unknown
48,blue-collar,married,secondary,no,865,yes,no,cellular,13,may,78,2,-1,0,unknown
32,management,married,primary,yes,-1161,yes,yes,cellular,30,jan,445,5,-1,0,unknown
44,self-employed,single,tertiary,no,97,yes,no,unknown,6,jun,153,4,-1,0,unknown
25,student,single,unknown,no,722,no,no,telephone,21,apr,623,2,-1,0,unknown
39,services,married,secondary,no,972,yes,no,telephone,10,jul,123,4,-1,0,unknown
28,unemployed,single,tertiary,no,497,yes,no,cellular,24,jul,1602,6,-1,0,unknown
25,management,single,tertiary,no,3902,no,no,cellular,23,sep,856,1,-1,0,unknown
56,management,divorced,tertiary,no,55,no,yes,cellular,25,jul,154,2,-1,0,unknown
37,blue-collar,married,unknown,no,444,no,no,cellular,1,oct,143,1,94,9,other
45,blue-collar,married,secondary,no,66,yes,no,unknown,13,may,3366,3,-1,0,unknown
23,management,single,unknown,no,375,yes,no,unknown,9,may,194,3,-1,0,unknown
30,blue-collar,married,secondary,no,1780,yes,no,unknown,28,may,116,12,-1,0,unknown
42,blue-collar,married,primary,no,3,no,no,unknown,18,jun,45,3,-1,0,unknown
50,unemployed,married,secondary,no,36221,no,no,cellular,21,nov,13,2,-1,0,unknown
41,blue-collar,divorced,secondary,no,257,yes,no,cellular,5,may,442,2,-1,0,unknown
45,services,married,secondary,no,-3,yes,no,unknown,13,may,213,1,-1,0,unknown
29,blue-collar,married,primary,no,190,no,no,unknown,7,may,51,1,-1,0,unknown
24,student,single,secondary,no,486,no,no,cellular,26,feb,281,2,270,2,other
44,technician,divorced,secondary,no,976,yes,no,unknown,14,may,302,2,-1,0,unknown
33,admin.,single,primary,no,-258,yes,no,cellular,15,may,158,2,352,2,failure
59,blue-collar,married,secondary,no,1407,yes,no,unknown,9,may,232,1,-1,0,unknown
37,blue-collar,single,primary,no,1210,no,no,unknown,4,jul,742,1,-1,0,unknown
32,management,single,tertiary,no,1804,yes,no,unknown,20,jun,73,3,-1,0,unknown
42,retired,married,primary,no,0,yes,no,unknown,8,may,186,2,-1,0,unknown
47,services,divorced,secondary,no,-116,no,yes,cellular,25,jul,160,3,-1,0,unknown
29,management,married,tertiary,no,13186,yes,no,cellular,12,may,322,1,350,2,failure
29,self-employed,single,secondary,no,0,no,no,cellular,28,jan,132,2,-1,0,unknown
33,management,single,tertiary,no,-149,yes,no,cellular,22,jul,383,3,-1,0,unknown
32,technician,single,secondary,no,303,no,no,cellular,14,aug,390,3,-1,0,unknown
42,entrepreneur,married,tertiary,no,2249,yes,no,telephone,3,apr,362,2,136,6,failure
51,unemployed,married,secondary,no,234,no,no,cellular,22,aug,735,1,-1,0,unknown
43,management,married,tertiary,no,356,no,no,unknown,5,jun,80,1,-1,0,unknown
33,management,married,secondary,no,165,yes,no,telephone,5,feb,126,3,258,15,other
27,admin.,married,secondary,no,953,yes,no,unknown,26,may,340,2,-1,0,unknown
31,management,single,tertiary,no,1475,yes,yes,unknown,2,jun,76,1,-1,0,unknown
38,technician,married,secondary,no,1097,no,yes,cellular,7,aug,186,3,-1,0,unknown
29,student,single,tertiary,no,3054,no,no,cellular,2,nov,204,1,186,7,success
47,blue-collar,married,secondary,no,327,yes,no,cellular,16,apr,352,1,-1,0,unknown
27,admin.,single,secondary,no,180,no,yes,cellular,17,jul,114,1,-1,0,unknown
38,management,single,tertiary,no,16957,yes,no,unknown,27,may,142,2,-1,0,unknown
26,technician,single,secondary,no,223,no,yes,cellular,21,jul,1002,3,-1,0,unknown
34,technician,single,tertiary,no,2047,yes,no,cellular,18,nov,72,2,113,5,failure
27,student,single,tertiary,no,3733,yes,no,cellular,22,may,198,1,98,6,success
30,admin.,married,tertiary,no,400,yes,no,cellular,7,may,223,1,-1,0,unknown
31,services,single,secondary,no,0,yes,no,unknown,26,may,223,2,-1,0,unknown
44,technician,divorced,secondary,no,1262,yes,no,unknown,26,may,788,11,-1,0,unknown
43,management,single,primary,no,0,no,no,unknown,20,jun,280,1,-1,0,unknown
33,technician,divorced,secondary,no,140,yes,no,unknown,5,may,227,1,-1,0,unknown
54,retired,married,tertiary,no,4104,no,no,cellular,15,jul,68,8,-1,0,unknown
43,blue-collar,single,primary,no,189,no,yes,telephone,22,jul,97,15,-1,0,unknown
35,unemployed,single,tertiary,no,154,no,no,cellular,29,jan,105,2,-1,0,unknown
29,blue-collar,single,secondary,no,1446,yes,no,cellular,17,apr,88,3,-1,0,unknown
49,management,divorced,primary,no,49,no,no,unknown,9,jun,232,1,-1,0,unknown
52,blue-collar,married,primary,no,17,yes,no,unknown,29,may,30,2,-1,0,unknown
54,unemployed,married,tertiary,no,1180,no,no,cellular,19,nov,394,2,-1,0,unknown
29,admin.,single,secondary,no,488,yes,no,cellular,4,jun,105,1,-1,0,unknown
29,technician,single,secondary,no,3313,yes,no,unknown,5,jun,18,3,-1,0,unknown
38,admin.,single,secondary,no,2329,yes,no,cellular,29,jan,261,1,-1,0,unknown
26,blue-collar,single,secondary,no,-350,yes,no,cellular,18,may,80,3,329,3,failure
43,blue-collar,married,primary,no,4581,yes,no,cellular,20,nov,329,2,-1,0,unknown
59,entrepreneur,divorced,secondary,no,0,no,yes,cellular,2,feb,69,2,-1,0,unknown
38,technician,married,secondary,no,821,yes,yes,cellular,17,nov,224,2,180,1,failure
54,technician,married,secondary,no,1865,yes,no,unknown,28,may,125,2,-1,0,unknown
41,blue-collar,married,primary,no,4593,yes,yes,cellular,17,nov,190,1,-1,0,unknown
27,management,single,tertiary,no,1623,no,no,cellular,9,dec,161,1,190,1,success
44,technician,divorced,secondary,no,1196,yes,no,unknown,27,may,202,1,-1,0,unknown
58,retired,married,primary,no,1472,no,no,cellular,12,aug,74,2,-1,0,unknown
57,management,married,tertiary,no,4929,yes,no,telephone,31,jul,91,4,-1,0,unknown
33,technician,single,secondary,no,234,no,no,cellular,1,apr,176,1,370,2,failure
40,unemployed,married,primary,no,557,yes,no,unknown,28,may,173,1,-1,0,unknown
37,management,married,tertiary,no,387,no,no,cellular,26,jul,128,2,419,1,failure
54,blue-collar,divorced,secondary,no,244,yes,yes,cellular,18,may,9,11,350,11,other
36,management,single,tertiary,no,3343,no,no,cellular,18,nov,307,1,-1,0,unknown
35,self-employed,married,tertiary,no,35368,yes,no,unknown,21,may,63,1,-1,0,unknown
33,blue-collar,married,primary,no,276,no,no,unknown,30,jun,224,2,-1,0,unknown
41,admin.,married,secondary,no,683,no,yes,cellular,20,nov,77,1,-1,0,unknown
38,unemployed,married,primary,no,338,no,no,unknown,19,jun,219,2,-1,0,unknown
42,blue-collar,married,primary,no,574,yes,no,cellular,6,apr,357,2,327,2,failure
44,blue-collar,single,primary,no,142,yes,no,cellular,9,jul,668,1,-1,0,unknown
61,retired,married,secondary,no,1058,no,no,cellular,27,apr,159,3,-1,0,unknown
48,technician,divorced,secondary,no,168,yes,yes,cellular,15,may,100,2,361,1,other
39,management,married,tertiary,no,691,yes,yes,cellular,16,apr,517,1,255,1,failure
52,unemployed,married,secondary,no,-307,no,no,cellular,5,feb,272,1,-1,0,unknown
38,services,married,secondary,no,611,yes,yes,unknown,18,jun,61,3,-1,0,unknown
57,housemaid,divorced,primary,no,3819,no,no,telephone,30,jul,1001,2,-1,0,unknown
38,blue-collar,married,primary,no,7944,no,no,unknown,17,jun,116,3,-1,0,unknown
34,blue-collar,married,secondary,no,1221,yes,no,cellular,6,may,182,1,90,8,failure
41,management,married,unknown,no,2457,yes,no,unknown,9,may,285,1,-1,0,unknown
49,blue-collar,married,secondary,no,141,no,no,cellular,6,aug,275,1,-1,0,unknown
35,blue-collar,single,secondary,no,278,no,no,cellular,2,feb,60,1,-1,0,unknown
30,services,single,secondary,no,188,no,no,cellular,14,aug,49,2,-1,0,unknown
44,technician,married,secondary,no,-1317,yes,no,cellular,2,feb,371,1,-1,0,unknown
67,retired,single,primary,no,491,no,no,telephone,6,feb,110,1,-1,0,unknown
61,management,married,tertiary,no,0,yes,yes,cellular,1,apr,158,1,115,2,failure
42,housemaid,married,primary,no,-209,no,yes,cellular,11,aug,90,2,-1,0,unknown
39,entrepreneur,married,tertiary,no,0,no,no,cellular,25,aug,422,10,-1,0,unknown
37,blue-collar,married,primary,no,1534,yes,no,unknown,3,jun,126,4,-1,0,unknown
45,admin.,married,secondary,no,0,no,no,cellular,14,aug,113,2,-1,0,unknown
81,retired,divorced,tertiary,no,0,no,no,cellular,14,jan,357,1,-1,0,unknown
19,student,single,secondary,no,329,no,no,cellular,22,oct,252,2,-1,0,unknown
31,technician,single,secondary,no,2388,no,no,cellular,5,aug,123,1,-1,0,unknown
32,blue-collar,married,primary,no,2198,no,no,cellular,15,may,463,1,175,4,failure
34,self-employed,married,primary,no,252,yes,yes,cellular,6,may,654,1,-1,0,unknown
50,admin.,married,secondary,no,706,yes,no,cellular,6,aug,1250,4,-1,0,unknown
35,blue-collar,married,tertiary,no,199,yes,yes,cellular,20,nov,176,1,-1,0,unknown
41,housemaid,married,primary,no,322,no,no,cellular,7,may,105,1,324,2,failure
50,blue-collar,married,secondary,no,95,yes,no,unknown,15,may,468,5,-1,0,unknown
37,admin.,single,secondary,no,16,no,no,unknown,24,jun,11,1,-1,0,unknown
27,technician,single,tertiary,no,261,yes,yes,cellular,30,jan,195,2,-1,0,unknown
32,blue-collar,divorced,secondary,no,91,yes,no,cellular,15,may,119,2,351,12,other
41,management,married,tertiary,no,2251,no,no,cellular,26,aug,338,9,-1,0,unknown
38,entrepreneur,married,unknown,no,1134,yes,no,cellular,7,may,249,4,332,3,failure
42,blue-collar,divorced,primary,no,301,yes,no,cellular,17,jul,1175,2,-1,0,unknown
39,services,divorced,secondary,no,293,yes,yes,telephone,28,jul,148,2,-1,0,unknown
34,entrepreneur,married,primary,no,1188,yes,no,cellular,18,jul,1503,11,-1,0,unknown
31,services,married,unknown,no,-82,yes,no,cellular,31,jul,543,31,-1,0,unknown
36,management,married,tertiary,no,1113,no,no,cellular,1,sep,212,1,-1,0,unknown
30,management,single,tertiary,no,7845,yes,no,unknown,3,jun,59,1,-1,0,unknown
35,entrepreneur,married,secondary,no,2971,no,no,cellular,7,aug,158,2,95,6,success
36,management,married,tertiary,no,928,yes,no,cellular,20,apr,239,1,-1,0,unknown
25,admin.,married,unknown,no,349,yes,no,cellular,22,jul,1037,8,-1,0,unknown
28,services,married,secondary,no,511,yes,no,cellular,15,may,274,1,319,5,failure
36,blue-collar,married,primary,no,1707,no,no,unknown,18,jun,190,2,-1,0,unknown
61,retired,married,secondary,no,13164,no,no,cellular,1,jul,92,1,-1,0,unknown
26,services,single,secondary,no,127,yes,yes,cellular,23,jul,85,3,-1,0,unknown
24,unemployed,single,tertiary,no,39,yes,no,unknown,20,jun,15,3,-1,0,unknown
34,blue-collar,married,primary,no,139,yes,no,unknown,9,may,106,1,-1,0,unknown
24,student,single,tertiary,no,3415,no,no,cellular,27,apr,97,1,-1,0,unknown
32,management,single,tertiary,no,1781,no,no,cellular,8,apr,321,1,-1,0,unknown
31,management,single,tertiary,no,825,yes,no,unknown,21,may,506,2,-1,0,unknown
40,management,married,primary,no,1231,yes,yes,unknown,15,may,184,2,-1,0,unknown
48,management,married,tertiary,no,586,yes,yes,cellular,6,may,179,2,-1,0,unknown
34,technician,married,secondary,no,0,yes,no,cellular,15,jul,144,1,-1,0,unknown
29,admin.,single,secondary,no,428,yes,yes,cellular,7,may,54,1,345,2,failure
56,management,married,primary,no,870,no,no,cellular,14,may,220,1,179,1,success
53,blue-collar,married,unknown,no,-491,yes,no,unknown,20,jun,124,4,-1,0,unknown
37,technician,divorced,secondary,no,2686,no,no,cellular,14,aug,144,4,-1,0,unknown
57,management,married,secondary,no,123,no,no,cellular,2,feb,154,2,-1,0,unknown
38,entrepreneur,single,tertiary,no,-274,yes,yes,cellular,29,jan,103,1,247,2,failure
34,blue-collar,divorced,primary,no,390,yes,no,cellular,15,may,372,2,371,2,success
33,management,single,tertiary,no,2599,yes,no,unknown,23,may,328,3,-1,0,unknown
36,blue-collar,married,secondary,no,382,yes,no,cellular,6,apr,254,1,-1,0,unknown
28,blue-collar,single,primary,no,722,yes,no,unknown,21,may,150,1,-1,0,unknown
36,management,married,tertiary,no,0,yes,no,cellular,5,feb,245,2,8,1,other
58,services,divorced,secondary,no,462,no,no,cellular,12,aug,332,1,-1,0,unknown
47,blue-collar,married,primary,no,0,no,no,cellular,26,aug,292,2,-1,0,unknown
28,blue-collar,married,secondary,no,100,yes,yes,unknown,27,may,132,2,-1,0,unknown
35,services,married,secondary,no,2918,no,yes,cellular,16,jul,815,2,407,3,success
40,unemployed,single,tertiary,no,79,no,no,cellular,15,oct,570,1,135,1,failure
47,blue-collar,married,secondary,no,690,yes,no,cellular,9,jul,113,1,-1,0,unknown
39,blue-collar,single,secondary,no,16917,no,no,unknown,11,jun,129,6,-1,0,unknown
27,technician,married,secondary,no,7102,yes,no,unknown,30,may,141,9,-1,0,unknown
41,management,married,tertiary,no,36,no,no,cellular,19,nov,388,3,-1,0,unknown
42,admin.,married,secondary,no,100,yes,no,cellular,3,feb,126,1,-1,0,unknown
23,management,single,tertiary,no,377,no,no,unknown,28,aug,7,1,-1,0,unknown
39,blue-collar,married,primary,no,4166,no,no,unknown,16,jun,314,3,-1,0,unknown
39,admin.,married,tertiary,no,9143,no,no,cellular,29,jul,851,2,-1,0,unknown
37,services,married,secondary,no,4017,no,no,cellular,30,apr,665,2,196,1,success
40,management,single,tertiary,no,1509,no,no,cellular,12,may,333,1,58,3,failure
37,technician,single,secondary,no,2544,yes,no,unknown,30,may,120,3,-1,0,unknown
50,management,married,tertiary,no,938,no,no,cellular,30,apr,780,1,-1,0,unknown
46,entrepreneur,married,tertiary,no,120,no,no,unknown,17,jun,171,4,-1,0,unknown
52,technician,married,secondary,no,2001,yes,no,unknown,27,may,95,4,-1,0,unknown
32,services,single,unknown,no,2378,no,no,cellular,17,nov,1132,2,-1,0,unknown
29,blue-collar,single,primary,no,-24,yes,no,cellular,15,may,325,1,-1,0,unknown
43,unemployed,married,secondary,no,1943,yes,no,cellular,3,apr,273,2,136,2,failure
36,self-employed,single,primary,no,235,yes,no,unknown,29,may,141,9,-1,0,unknown
56,retired,divorced,secondary,no,212,no,yes,telephone,17,jul,27,1,-1,0,unknown
58,management,married,secondary,no,2739,yes,no,cellular,30,jul,86,6,-1,0,unknown
63,retired,single,tertiary,no,70,no,no,cellular,27,jul,82,2,-1,0,unknown
35,management,married,tertiary,no,62,no,no,cellular,8,feb,469,2,185,2,failure
62,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,apr,103,1,182,3,success
64,technician,married,tertiary,no,1319,no,no,cellular,12,mar,56,2,-1,0,unknown
37,technician,married,tertiary,no,88,no,no,cellular,6,may,195,1,90,3,other
56,management,married,tertiary,no,318,no,yes,telephone,9,jul,246,3,-1,0,unknown
35,technician,single,tertiary,no,13460,yes,no,cellular,15,may,1068,3,-1,0,unknown
57,admin.,married,secondary,no,2,no,no,telephone,10,jul,144,2,-1,0,unknown
44,management,married,tertiary,no,217,yes,no,cellular,28,aug,203,4,-1,0,unknown
39,technician,married,secondary,no,1587,yes,no,cellular,8,sep,108,2,98,3,success
57,management,married,tertiary,no,2261,yes,no,unknown,8,may,1007,1,-1,0,unknown
50,management,married,secondary,no,2910,no,no,telephone,29,jul,790,1,-1,0,unknown
33,retired,married,primary,no,171,yes,no,cellular,12,may,304,3,-1,0,unknown
28,admin.,married,secondary,no,254,no,yes,cellular,17,apr,333,3,-1,0,unknown
27,technician,married,tertiary,no,10451,yes,no,cellular,2,feb,45,1,-1,0,unknown
39,entrepreneur,divorced,secondary,no,1202,yes,no,unknown,23,may,364,2,-1,0,unknown
47,housemaid,married,secondary,no,1152,no,no,telephone,7,jul,260,13,-1,0,unknown
54,management,divorced,tertiary,no,5399,no,yes,cellular,2,apr,80,3,-1,0,unknown
43,services,married,secondary,no,-1,no,no,cellular,30,jul,605,2,-1,0,unknown
41,housemaid,married,secondary,no,0,yes,no,telephone,28,jul,41,2,-1,0,unknown
30,unemployed,married,tertiary,no,0,yes,no,cellular,18,nov,756,1,-1,0,unknown
58,management,divorced,tertiary,no,5701,no,no,cellular,30,apr,354,1,87,1,success
38,unemployed,married,secondary,no,-673,yes,no,unknown,26,may,364,1,-1,0,unknown
37,services,married,secondary,no,78,yes,no,unknown,7,may,295,2,-1,0,unknown
29,blue-collar,single,primary,no,170,yes,no,cellular,8,jul,216,1,-1,0,unknown
54,self-employed,married,tertiary,no,231,no,no,cellular,9,jul,203,3,-1,0,unknown
41,blue-collar,single,secondary,no,98,no,yes,cellular,21,jul,97,6,-1,0,unknown
56,housemaid,married,primary,no,871,no,no,telephone,25,jul,149,1,-1,0,unknown
30,blue-collar,married,unknown,no,198,yes,no,unknown,21,may,149,3,-1,0,unknown
34,technician,married,secondary,no,-259,yes,no,unknown,27,may,124,2,-1,0,unknown
33,services,married,secondary,no,7,yes,no,unknown,20,may,217,1,-1,0,unknown
41,admin.,married,primary,no,1316,yes,no,cellular,30,apr,127,3,-1,0,unknown
31,blue-collar,married,secondary,no,-282,yes,yes,unknown,2,jun,108,1,-1,0,unknown
39,self-employed,married,secondary,no,31,yes,no,unknown,23,may,146,4,-1,0,unknown
53,entrepreneur,married,tertiary,no,49,no,yes,cellular,23,jul,419,5,-1,0,unknown
31,services,married,secondary,no,-163,yes,no,cellular,17,apr,135,1,270,2,failure
57,management,married,tertiary,no,2440,yes,no,unknown,15,may,391,2,-1,0,unknown
42,services,single,secondary,no,0,yes,no,cellular,14,may,67,7,177,1,other
47,self-employed,married,secondary,no,231,no,no,cellular,8,aug,88,2,-1,0,unknown
24,blue-collar,married,secondary,no,-254,yes,yes,unknown,27,may,290,2,-1,0,unknown
48,entrepreneur,married,tertiary,no,0,yes,no,cellular,17,apr,74,2,-1,0,unknown
40,entrepreneur,divorced,secondary,no,201,yes,no,cellular,9,feb,25,2,-1,0,unknown
56,blue-collar,divorced,primary,no,285,no,yes,cellular,20,nov,73,1,-1,0,unknown
56,management,divorced,tertiary,no,1654,yes,no,cellular,24,jul,335,2,-1,0,unknown
63,admin.,divorced,secondary,no,4680,no,no,cellular,15,sep,953,2,-1,0,unknown
33,technician,single,tertiary,no,129,yes,no,unknown,8,may,128,1,-1,0,unknown
30,management,married,tertiary,no,0,no,no,cellular,19,aug,178,2,-1,0,unknown
26,technician,single,tertiary,no,11862,no,no,cellular,13,feb,119,1,-1,0,unknown
50,technician,married,secondary,no,805,no,no,cellular,5,aug,148,1,-1,0,unknown
65,management,married,unknown,no,2352,no,no,cellular,8,nov,354,3,188,13,success
33,entrepreneur,single,tertiary,no,75,yes,no,cellular,14,jul,126,3,-1,0,unknown
33,management,single,tertiary,no,308,yes,no,cellular,8,aug,97,4,-1,0,unknown
45,admin.,married,secondary,no,356,no,no,cellular,25,aug,42,6,-1,0,unknown
34,technician,married,secondary,no,0,yes,no,cellular,5,aug,231,2,2,3,success
42,technician,divorced,secondary,no,37,no,no,cellular,28,aug,28,16,-1,0,unknown
31,management,single,tertiary,no,354,no,no,cellular,21,apr,242,2,-1,0,unknown
32,admin.,married,secondary,no,344,yes,yes,cellular,11,aug,255,15,-1,0,unknown
51,unemployed,married,secondary,no,-267,no,yes,unknown,19,jun,208,2,-1,0,unknown
53,blue-collar,married,secondary,yes,-634,no,no,cellular,19,aug,695,3,-1,0,unknown
23,unemployed,single,secondary,no,-503,yes,no,cellular,5,may,92,1,342,4,other
43,retired,married,secondary,no,808,no,no,cellular,16,jul,481,3,-1,0,unknown
36,blue-collar,single,secondary,no,3111,yes,no,unknown,20,may,445,2,-1,0,unknown
40,blue-collar,married,secondary,no,3311,yes,yes,unknown,26,may,243,6,-1,0,unknown
32,technician,divorced,tertiary,no,2558,no,no,unknown,5,may,148,2,-1,0,unknown
37,unemployed,married,secondary,no,63,no,no,cellular,5,feb,434,1,-1,0,unknown
31,admin.,single,secondary,no,140,yes,yes,cellular,5,may,111,1,-1,0,unknown
40,retired,single,secondary,no,1734,yes,no,unknown,3,jun,123,4,-1,0,unknown
40,management,married,tertiary,no,1468,no,no,cellular,8,aug,63,2,-1,0,unknown
54,services,divorced,primary,no,234,yes,no,unknown,15,may,140,3,-1,0,unknown
32,management,single,tertiary,no,3,yes,no,cellular,13,may,568,1,-1,0,unknown
46,technician,divorced,secondary,no,447,no,yes,cellular,22,aug,314,2,-1,0,unknown
35,management,married,tertiary,no,618,yes,no,cellular,18,nov,116,1,-1,0,unknown
40,self-employed,single,tertiary,no,265,no,no,cellular,5,feb,121,3,-1,0,unknown
28,blue-collar,married,primary,no,286,yes,no,unknown,13,may,237,1,-1,0,unknown
56,blue-collar,married,secondary,no,317,no,no,cellular,7,aug,112,7,-1,0,unknown
39,self-employed,married,tertiary,no,3246,yes,no,unknown,30,may,491,1,-1,0,unknown
34,management,divorced,tertiary,no,528,yes,no,cellular,17,apr,233,2,-1,0,unknown
55,technician,married,secondary,no,276,yes,no,unknown,12,may,486,1,-1,0,unknown
46,unknown,married,unknown,no,677,no,no,cellular,3,feb,425,1,82,1,failure
31,technician,single,secondary,no,2460,no,no,cellular,1,oct,477,1,-1,0,unknown
38,technician,divorced,secondary,no,902,yes,no,cellular,3,feb,650,1,-1,0,unknown
51,management,married,tertiary,no,1392,no,no,cellular,7,jul,511,3,-1,0,unknown
37,unknown,married,secondary,no,5700,no,no,unknown,19,jun,49,2,-1,0,unknown
38,management,married,tertiary,no,0,yes,no,cellular,26,aug,22,38,-1,0,unknown
33,admin.,married,secondary,no,1114,yes,no,cellular,14,jul,250,3,-1,0,unknown
33,blue-collar,single,secondary,no,164,yes,no,unknown,14,may,461,1,-1,0,unknown
38,technician,single,secondary,no,1019,yes,no,cellular,6,may,249,1,-1,0,unknown
47,blue-collar,divorced,primary,no,1279,yes,no,cellular,6,feb,479,2,-1,0,unknown
42,unemployed,married,tertiary,no,0,no,no,cellular,8,oct,113,1,-1,0,unknown
47,housemaid,divorced,primary,no,1405,no,no,unknown,12,jun,127,1,-1,0,unknown
52,admin.,married,secondary,no,4493,no,no,cellular,21,nov,268,3,-1,0,unknown
32,management,married,tertiary,no,713,yes,no,cellular,11,aug,76,7,-1,0,unknown
30,student,single,secondary,no,1681,no,no,cellular,23,mar,128,1,106,2,success
30,services,married,secondary,no,683,yes,no,cellular,15,may,66,1,-1,0,unknown
55,management,single,tertiary,no,430,no,no,cellular,29,aug,79,4,-1,0,unknown
39,blue-collar,married,secondary,no,125,yes,no,unknown,8,may,142,1,-1,0,unknown
34,management,single,tertiary,no,1494,yes,no,cellular,18,nov,596,1,182,1,other
34,admin.,single,secondary,no,5057,yes,no,cellular,19,nov,73,1,-1,0,unknown
33,management,single,tertiary,no,153,yes,no,cellular,2,feb,405,1,-1,0,unknown
65,retired,married,primary,no,3713,no,no,cellular,7,apr,43,3,-1,0,unknown
43,technician,married,secondary,no,0,no,yes,cellular,17,nov,103,2,193,3,failure
57,housemaid,married,primary,no,571,no,no,cellular,26,mar,181,2,-1,0,unknown
30,admin.,married,secondary,no,350,no,yes,cellular,9,jul,171,5,-1,0,unknown
43,entrepreneur,divorced,tertiary,no,626,yes,no,cellular,28,jan,72,1,167,2,failure
39,blue-collar,single,primary,no,656,yes,no,cellular,18,may,190,6,-1,0,unknown
44,services,single,secondary,no,5,no,no,cellular,21,jul,333,2,-1,0,unknown
39,technician,married,secondary,no,3825,no,yes,cellular,25,aug,94,6,-1,0,unknown
30,technician,divorced,tertiary,no,33,yes,no,cellular,8,may,87,3,-1,0,unknown
31,admin.,married,secondary,no,389,yes,no,cellular,5,jun,89,2,-1,0,unknown
36,services,married,secondary,no,42,yes,no,unknown,8,may,102,4,-1,0,unknown
29,entrepreneur,single,primary,no,97,yes,no,cellular,29,jan,200,1,-1,0,unknown
33,management,married,tertiary,no,2044,yes,no,cellular,15,may,102,3,177,1,failure
61,retired,married,secondary,no,89,no,no,cellular,28,oct,154,1,181,2,failure
38,technician,married,secondary,no,-475,yes,no,cellular,10,jul,234,1,-1,0,unknown
41,services,divorced,secondary,no,5766,yes,yes,cellular,5,may,243,1,169,3,failure
32,technician,married,secondary,no,381,yes,no,unknown,2,jun,347,2,-1,0,unknown
38,admin.,married,tertiary,no,4297,no,no,cellular,7,aug,206,2,-1,0,unknown
